Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15
t21,s1,int,TMod10,4.19193933461793,125.553787928686,129.745727263304,I2S,6.12342103485693,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,int,TMod10,1.73515008584945,137.49765111637,139.232801202219,I2S,5.80114008578924,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,int,TMod10,0.681926822901005,149.181231709605,149.863158532506,I2S,6.19720527738224,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,int,TMod10,3.31955180340447,157.736047657701,161.055599461106,I2S,0.663252702428721,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,int,TMod10,1.62554500755505,165.719096759945,167.3446417675,I2S,4.61477452400563,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,int,TMod10,2.05733302299632,167.394785938552,169.452118961548,I2S,5.93894149809117,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,seg,TMod10,4.01183496994781,1.84566200640984,5.85749697635765,S2I,3.68037389386993,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,seg,TMod10,8.55479144782294,7.22157476679422,15.7763662146172,S2I,3.62939793285711,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,seg,TMod10,0.982843829435296,16.7993729909358,17.7822168203711,S2I,4.88971103830416,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,seg,TMod10,6.02716917888029,19.1461916433473,25.1733608222276,S2I,3.25051847069587,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,seg,TMod10,1.93325025303056,27.1806761487096,29.1139264017402,S2I,5.726448845813,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,seg,TMod10,0.722124864783837,29.7155670611246,30.4376919259084,S2I,0.275009947793905,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,seg,TMod10,4.86396108294139,30.7986830094596,35.662644092401,S2I,3.55794421611614,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,seg,TMod10,8.06369780402747,37.6885117755155,45.752209579543,S2I,3.61421987140021,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,seg,TMod10,5.90656776932883,49.2221872743394,55.1287550436682,S2I,3.22249183344993,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,seg,TMod10,6.08741542015923,58.6888269686024,64.7762423887616,S2I,3.00100160005952,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,seg,TMod10,8.64468239166308,67.0125577288272,75.6572401204903,S2I,3.55454880042516,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,seg,TMod10,10.2296383457433,76.1085492477578,86.3381875935011,S2I,3.98240071616338,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,seg,TMod10,3.80151047668187,89.4669840228162,93.268494499498,S2I,2.05365566158434,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,seg,TMod10,2.06592799362261,93.6995974997699,95.7655254933925,S2I,3.62258650682531,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,seg,TMod10,6.64926825213479,99.5763616456243,106.225629897759,S2I,3.91167863015377,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,seg,TMod10,0.712070470821345,106.857479428843,107.569549899665,S2I,4.75608847115359,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
t21,s1,seg,TMod10,3.05884343347861,107.930683018727,110.989526452206,S2I,0.621737806556375,fast,2.8528119564782,0.632686142962847,0.991980736081493,5.4689341168991,3.27026839205296
